ut	nuts2
000355027400004	UKG3
000182573200077	UKI3
000188203700009	ITI4
000235911300005	RO32
000252098100038	SE12
000269042400014	ES52
000185327800018	DEA1
000261133600059	SE23
000239285500019	NL21
000236077600002	ITF4
000236049800010	SE11
000085933700015	DEB3
000260351200003	EL30
000174130800011	FRJ1
000253099500011	SE33
000258600100002	UKD6
000254279500040	LT02
000231724200019	ITF4
000258236100013	DE13
000264349100029	DE94
000247625000016	CZ01
000266519900022	BE35
000269898500004	TR10
000275384100122	FRK2
000182533600009	CH04
000243990200095	ITC1
000254292400107	ITG2
000265326100035	FRI1
000238507100040	ITF4
000240545400050	UKH1
000170362500005	PL21
000291657600234	UKM7
000184975600002	PL63
000230624000012	UKD3
000172304500039	FR10
000180318000011	UKJ1
000272573700007	UKH1
000253481900010	FI1B
000179955800013	DE21
000245406400060	DE92
000235509300019	AT13
000270807800005	DK03
000233508700011	CZ01
000240109400008	DE14
000186210800027	ES12
000248118400244	CH03
000301970000028	ITI4
000234606900021	CH04
000236797200021	DED2
000227252700030	UKJ3
000267273300097	FRK2
000273982500006	ES30
000177322500002	CH01
000270420700040	DEB3
000262307100005	DEG0
000255430100010	DEG0
000255216000018	AT22
000231564600171	FRK2
000225422300033	CH01
000173646800013	DE26
000248068300006	DEA3
000250983700048	NO08
000250139400026	NL41
000264769300075	CH03
000271744600021	UKJ1
000240035900007	UKM8
000262048100024	CH03
000239069400011	DE80
000265437900020	ITI4
000272379700004	ITG1
000245768500378	FRG0
000167552200027	UKD3
000085200800020	UKD6
000262609000021	RO11
000260778100092	UKH1
000173079300013	DK02
000250733600013	DEA1
000246821500004	DE72
000225811100021	DEA2
000245605500006	ITH5
000261516300009	HR05
000255358200007	SE12
000243951600035	CH04
000087902300009	PL71
000233996500003	PL22
000174211100061	CH01
000268661500051	ES30
000249501800051	ES61
000249381300002	UKG3
000235990400003	DE14
000374811100014	CH01
000298243400012	ES62
000185962400043	BG41
000241220600091	HR05
000249726500016	DEA3
000239031900021	BE24
000277050700006	SI04
000256564200025	EL43
000239001800014	CH05
000169234100004	DEE0
000185410400111	DE21
000182179800070	DE11
000233825900090	DE25
000264629100018	UKJ2
000258603900026	BE24
000181834900056	BE32
000248316000043	FRL0
000255905400011	UKH1
000221634500010	UKJ3
000088933200024	ITH3
000285449100005	IE06
000253519600028	UKL2
000257491200010	FI1C
000353404400006	UKJ1
000245798700004	ITH5
000273229200120	DE11
000225781700031	SE23
000252294500047	ES51
000271566400048	BE22
000231573100079	FRK2
000243832200016	TR42
000258399400005	DEA2
000283749900004	UKM7
000257809600007	TR71
000266114900001	DE94
000298302000090	DE13
000239261500093	FRE2
000089127700017	SI04
000244591700089	DE13
000259380600003	UKI3
000172616100052	UKL2
000176285700017	DE12
000248335300025	UKH1
000266411500013	FRC1
000252077600018	DE30
000266673600010	ITI2
000271891900007	DK03
000246814600002	UKH1
000264254200008	UKM7
000255634300001	ES30
000234587800005	ES52
000226778300070	FRJ2
000228101500025	RO21
000265794500021	ITH3
000263927700016	FRE1
000236635700265	ES51
000276195800041	ITH2
000182750400012	PL21
000224432800001	DED2
000263093700017	SE12
000225382800003	UKD3
000256895100047	FRF1
000247624900077	NL32
000230064900045	ES51
000272627700101	ES52
000242181800066	SE11
000260574400109	DEA3
000167646200028	UKI3
000256327200052	DE30
000271272900018	UKF1
000180818200008	DE91
000241381800048	NL32
000268942400010	UKG3
000265310000011	SE11
000256843100021	FI1B
000222864200018	BE24
000188880900046	ITH2
000183699500015	ITI4
000236821200010	UKI3
000169439800006	UKI3
000281467300032	AL02
000181498700024	ITH4
000224533300034	UKJ1
000261215400090	UKJ2
000232780900013	FRJ2
000271520900011	DE71
000262519100022	DK01
000228422600084	CH03
000260791100043	NO07
000220862400002	FRI1
000250174000008	ITH3
000238805900002	ES51
000173418500072	UKI3
000188385300019	DE24
000252010100012	DED2
000225888400003	FRH0
000270064200007	ITF4
000235670900004	ITH5
000189012900028	UKD3
000227566200025	FRJ1
000183842500048	AT22
000220389800027	RO32
000180378300047	UKH1
000171452800007	DEB3
000252681800009	ES30
000226701200043	ITC4
000250355700014	UKI3
000176275700007	ITF3
000203000300007	UKI3
000246647500002	ITH4
000179251900007	DEE0
000244736000023	NL12
000251986600097	ES21
000259714700024	DE60
000230734100005	FI1C
000259797000008	DE72
000268138500048	UKJ3
000255620200036	FRK2
000169540100021	ITG1
000264769300065	ITI4
000168024000001	UKD7
000221977500023	FRJ1
000182556600014	FRF3
000264707100014	RO11
000272838600053	PT11
000272488400001	DE92
000179635400005	CH04
000180284000043	NL31
000232871100001	DE60
000240363100003	UKH1
000237155800046	UKD6
000254643900029	EL30
000263163100007	ES61
000207536500003	RO32
000257582900005	DE73
000256862500046	FRF3
000259184700026	FRJ2
000266679500008	DEB3
000224755600043	UKL2
000222658800691	FRF1
000183479200061	CH01
000253467004159	BE23
000172166800033	FI1B
000178195500029	FRI3
000189222100002	DE30
000221578700002	DE11
000235002400071	DE11
000242935500011	DEB3
000224591600038	FRD1
000258775400015	ITH2
000236440500020	DE21
000264968900003	FR10
000230435800046	UKI7
000237321600003	FR10
000235228600024	TR51
000173233000001	NL42
000244698600026	DEB3
000249505900002	ES30
000269736100010	UKD4
000088230800014	PT16
000187944500006	SE22
000272302900128	ITH3
000253470900010	FRK2
000244423500005	CH03
000257623000264	UKH1
000309942400084	DE13
000273156200068	FI1B
000236968900023	UKK1
000220112200001	DE23
000249667200041	UKD7
000243280500003	UKF2
000173003200005	ES52
000275384100064	FI19
000255994700017	UKH1
000250604800014	ITH4
000236518300064	DEA1
000253778100016	NL11
000229185400045	PL63
000238495600017	ITF6
000273037700007	DE13
000246165500035	ES51
000168314500016	FRJ2
000221719800017	ES61
000180427300032	ITF6
000268138200001	ITG2
000227249000049	DE30
000254225500002	ES51
000166538700002	DK01
000189226200016	ITI1
000187810300021	DEG0
000225811100005	DED2
000258603900057	DE30
000272276700014	UKM7
000171675500007	CH04
000267494500037	DE72
000249340400058	DEA2
000269745700006	FRF3
000232407200021	DE40
000240408600018	SE23
000209372500007	FRK2
000259345700018	DE30
000233983900051	FR10
000243144600050	ES30
000174867100001	BG41
000184875500015	FR10
000185862500050	DE21
000268869900003	SE12
000181666500024	CH01
000221426800020	FRK2
000241960400038	UKM8
000272169900064	FRK2
000237986600006	UKD3
000188702500020	UKJ3
000208086000004	DE11
000236061800017	ES52
000242536800023	DEA2
000225985800032	ES52
000235787600025	FR10
000176813400003	ITC4
000263621800026	DED2
000273458100130	ES61
000090105100001	FR10
000089371600075	LV00
000207508100004	SE23
000291561500010	SE22
000236256300007	ES52
000255801100005	SE11
000261292300008	FRF1
000253668100038	NL31
000251986500058	DE72
000255089300008	EL43
000266003700013	FI1D
000276207500016	ITC4
000233846100042	ITC4
000186727900002	ITH5
000183523100020	FRF1
000245643600006	FI1B
000252190400019	ES30
000182531900003	UKD6
000258749500003	DE30
000260398500049	NL41
000240424900013	DEA4
000167615600028	UKE3
000172412000043	UKK4
000247341300002	UKE2
000252475000015	ITI4
000258722100070	UKE4
000188851300015	DEA1
000249567300024	LT02
000180805300029	FR10
000254839900066	AT31
000255002400013	ITI4
000272959200022	UKH1
000188947700002	ITC1
000189347700093	DE71
000251354300015	ES51
000084665700002	ES30
000166234200052	FR10
000221112300008	PL21
000243340600001	FRF1
000185421400051	DEA1
000241933700043	DE13
000246561200019	DED5
000251697100011	BE24
000243272400005	ES30
000260265200004	EL30
000253746800011	DE40
000232442200080	EL30
000265839000028	CH04
000085128300015	BE21
000170647600056	ITI4
000256057600046	ES61
000272838600131	ITH4
000267926900004	DEA1
000271774900002	ES51
000226701200033	ITH2
000266401800018	ES42
000271662700002	DE21
000233524400001	DED5
000224070200010	AT33
000241405300060	UKH1
000261420900015	BE21
000252122600001	ES11
000244423700002	NL22
000178622200009	DE14
000253030100003	UKH1
000259922000014	ES51
000258305600006	BE35
000231644100002	DE30
000181924600037	DE92
000235177100021	ES51
000172505400024	DE94
000254930400007	ES11
000233378900030	ES24
000256656500047	FR10
000259409800004	DEA2
000269699200015	FR10
000169389400208	DEA2
000264925400040	CZ01
000244248000001	CH01
000265699700019	ITF3
000223278000004	TR10
000248706900013	DE11
000234066400012	UKG3
000265988900006	AT33
000181478400008	FRD1
000236288500047	DE30
000188208800003	TRB1
000260227700004	SE11
000090017000001	DEA2
000272135400011	DEC0
000367772200004	SE11
000238791800072	UKE3
000085259000014	FR10
000252731400008	AT22
000246025700001	UKK4
000325755100040	DEA2
000166605100005	ITH4
000088552000007	UKM5
000262913600028	ES24
000169461100021	DE12
000182866500122	DEA1
000258603900047	UKM8
000088487500007	NL11
000255267700005	UKJ1
000273336700060	SE11
000169836000197	ITH5
000165230700013	UKC1
000249973300004	DED2
000240901700012	HR05
000234058600051	UKI3
000239285500044	CH02
000236309200046	SI04
000243338500005	DE25
000230886900056	UKK4
000261517500012	DK04
000252640600020	ITC4
000252156600004	FI1B
000167103100021	FI1B
000269723500029	DE91
000261630700036	FR10
000182301400018	DE30
000265815200018	FRF1
000248984900049	FR10
000260658100002	DEB3
000266581000010	ES30
000168831400029	UKH1
000262973300071	AT13
000244250100103	DED2
000268288000012	ITI4
000089561400014	DE21
000251759200017	UKJ2
000227892100011	UKC1
000247483600004	FRL0
000232011400016	FR10
000235707900013	CH02
000237842200057	ITI4
000183526900042	UKD7
000267838400049	AT13
000236539900007	ITF3
000240238800090	BE21
000180842300027	FR10
000260054800010	DEA2
000271744600020	BG41
000256241700010	UKD7
000085622300026	FI1C
000243144600039	FRG0
000270347500002	PL91
000229170500030	ES30
000254232600011	FRI1
000239157000033	FR10
000259574700053	FR10
000184497900115	ES22
000231503700021	DE30
000231696800006	HU11
000260125100099	UKH1
000240223800008	DED4
000264711800011	FRK2
000251268300005	ITI4
000262266500007	UKD3
000368322700003	EL54
000369284800070	NO08
000167781600002	SE22
000269811500005	RO11
000251176500002	FR10
000223041400008	UKC1
000167246500004	ES61
000177171700072	SE11
000255920600009	BE35
000221336500015	PL22
000186598200021	NL41
000267362200020	UKJ1
000244882400011	DE25
000175547900018	UKJ1
000253467002028	FRK2
000229898900001	FRJ2
000250506000034	UKH1
000166395400020	FR10
000242319200020	PL21
000248445600023	DK04
000253628500003	FR10
000264232900024	RO21
000188665700002	ES53
000223199100009	DE40
000243752100001	ES21
000258491000050	FI1B
000264139500076	ES30
000271420300016	FR10
000085211200012	UKE4
000247320500026	CZ01
000256158200007	BE24
000248865600006	DEA1
000261857000011	CZ01
000261373000044	DE30
000225568200002	DE27
000246341300032	BE24
000183380100009	FRK2
000232362400042	FI1D
000231625800043	SE12
000289174200024	ES51
000251829800013	TR10
000235136700085	DE11
000177467500042	ES62
000246910100058	DEB3
000338102400042	DEA2
000181924600170	FR10
000221006100017	FRJ2
000086818000033	DEA5
000372323200066	UKM8
000227357207071	DE72
000181355200003	FRF3
000224356700007	SE11
000169725800026	ITH5
000246890800006	DED2
000167714400018	RO32
000261200000005	ITI4
000169675600046	ES51
000259874100015	BE35
000168831200199	CH01
000243902700017	FRK2
000270243800035	BE21
000267101900003	UKI3
000256527900087	DEC0
000252927800013	FRF1
000232886400061	DEF0
000181203400018	ITF4
000232998500011	PT30
000165324600019	SE23
000262113400060	UKJ1
000186492000035	ITG2
000250803900044	FR10
000261942200014	DE12
000264093800021	DE94
000087114400032	CH02
000235773302130	NL32
000167499500019	DE25
000237270800010	IE05
000233985900008	TR41
000184121100001	FRF1
000177164500028	SE22
000248064100018	FR10
000249768400025	DE21
000227627800028	UKJ1
000233775500012	UKN0
000267205700023	DE26
000241473400011	ES51
000225435700011	ITC4
000174308200008	FI1C
000243150600003	EL30
000260446901122	SE11
000189229800006	SE12
000243365800022	UKF2
000249871000028	FRH0
000262167800009	UKE1
000238893000036	FRJ2
000230890200099	LT01
000261801800036	CH01
000269288700043	UKM7
000268429000027	ES12
000247284300004	DEA2
000179695500002	DEA5
000185424700022	DE11
000266906400093	NL32
000246764200010	UKH1
000224306500016	ITC4
000222145400072	ITC4
000254729800019	NL31
000249881400020	FR10
000248984500019	FRK2
000254227200007	DE12
000227595300009	FRJ2
000264145000040	UKF2
000255549800048	DE30
000238723200022	ES52
000250589300133	DE71
000256500400096	DEA2
000252979000004	CZ01
000234096600021	ITF4
000221691100185	UKH1
000223812900010	ES30
000254987400010	LT01
000236745700034	DEA5
000226843900038	ITH5
000253238100027	EL43
000258332900030	SE12
000259797000040	DE92
000186289300035	DEA1
000172133300011	DE12
000090034400005	DE40
000254744800060	PL81
000236571600070	SE11
000243814700018	ES41
000268200500004	FRH0
000249155300132	DE30
000258037800021	DEA5
000254838100007	FRH0
000175648500046	FI19
000248898000001	ES30
000236812400005	LT01
000188804700010	IE05
000349679700084	UKD3
000270083800096	FRJ2
000172728400006	FRH0
000236467100121	IE06
000179480700002	AT22
000260249900126	PT11
000242406100035	NL22
000224948200001	NL41
000226735900023	DE30
000510882500005	FRK2
000252047900024	ITC4
000175617300014	ES51
000087067400034	CH01
000185639800039	FRK2
000178876500009	PT16
000235126700005	EL30
000229170500018	DED5
000268138200057	ITF4
000243013600018	ES30
000247924900013	UKM7
000221792700071	DE30
000169545500019	ES41
000258285000004	UKE3
000177171400056	DE11
000254195300002	NL21
000269060600010	PT16
000178019700056	ITH5
000254812600012	FRL0
000266708600053	ES61
000225233500001	ES30
000229173600055	DE11
000263816000067	CZ01
000229861000015	DEG0
000285750500011	LT01
000271001900015	UKH1
000257928000035	DEA1
000241405200007	UKD6
000230571300043	ES41
000252470900039	SE11
000170890400006	UKI3
000265412400028	FR10
000221269800047	CH04
000239780500038	EL54
000249039700012	ITH5
000272040300001	BE21
000221884300010	UKC2
000171655500008	BE32
000272347100025	UKM8
000261767400018	DEA1
000269656900004	BE32
000233694800019	FRK2
000170534300023	SE23
000246281800497	UKJ1
000273157800018	BE33
000172815100013	DE27
000233430400016	DK02
000257505704002	UKK1
000258226200029	UKI3
000248881900014	UKL2
000168831400027	PT17
000226054600020	DE21
000259399200102	NL41
000269252700014	FRJ1
000243574100080	TR51
000253116800018	DE30
000253279200034	PL71
000223364300023	DEA3
000181307000018	UKH3
000171104200040	PT16
000255620200018	DEG0
000249240100010	UKD4
000220676300004	DE91
000251345400007	ES51
000261141400031	DE60
000234451200002	FRJ2
000254962800010	NL41
000236892400023	SE22
000254689200040	FR10
000250643600101	DEA5
000263997700014	DE13
000238732700018	UKL1
000187669900015	DE21
000227509100006	FRK2
000171754300006	NL22
000271234300023	FR10
000249371500019	DE25
000236225100176	DE21
000248047600083	ES30
000088943100009	DE30
000171374000002	DEA1
000229665700030	CZ01
000270159200008	DE40
000235562900016	UKM7
000168885000017	IS00
000244404300015	FRF1
000258440700036	ITF6
000261121100041	ES52
000256314700003	SE23
000175579200037	FR10
000225769000008	NL21
000238220900059	DED2
000246605200001	ES61
000272153400007	DEA2
000257601200010	ITH3
000265044600013	DE24
000272434000017	PL51
000180446900069	DE91
000288405800033	ES30
000237155100103	FRC1
000270161500008	FRI1
000268915000010	PL21
000233846100038	ES51
000189177200027	UKJ1
000258290100026	IE06
000235034700018	IE06
000240680300043	DEA2
000246672200016	AT13
000259871500033	FRK2
000174162500017	DEA2
000264945600009	NL11
000169765800002	ES51
000166742900003	UKJ1
000237885000022	FRJ2
000208349400004	DEA2
000225371200012	DEG0
000188213300010	FR10
000275384102023	ES30
000182160800006	DEA3
000255263700018	UKK1
000243847600015	UKF1
000238972900021	NL41
000253764200120	ES30
000253806900022	FR10
000270133400059	BE24
000273995000013	DE13
000182700700022	FR10
000381329700002	UKI3
000271395600026	DEG0
000254883100011	FRJ2
000237160000002	DE11
000174663900083	DE30
000232755200009	UKI3
000222818100035	UKD3
000172326600013	SE12
000171669100003	FR10
000249255300014	NL21
000229173600017	UKC1
000265412400029	FRJ1
000258460400003	NL41
000276233900008	CH02
000229667200016	EL63
000172361500004	DE13
000236700400018	DEA3
000088156500007	FI19
000267070700146	DEB3
000269052100007	RO42
000223968100006	NL41
000227759500011	NL11
000225906700030	DE50
000083889400008	SE11
000235568300004	ES30
000268089200008	ES61
000251039700004	ES61
000225500700054	NL31
000250140700073	UKH1
000226478100006	ES30
000245871200066	FI1D
000252612800023	FRK2
000259347800158	FRK2
000240767100002	FRK2
000176124200017	ITH5
000257426200007	ES30
000250171600070	ITF6
000180213800001	BE33
000230957800016	PL51
000227538900048	ES42
000241272300001	UKJ2
000232451300007	FRL0
000259275300004	BE35
000224219900001	FR10
000250435600014	BE10
000236480800091	NO08
000182932900012	ITF4
000262225100022	DEA4
000228590800063	FRK2
000256838400024	UKF1
000251870300003	SE12
000254728900021	ITH4
000173622300005	DE30
000242574100019	ES51
000229797900022	UKC1
000241099100008	DEA1
000238645600003	FR10
000086538200026	AT22
000226701500091	DE11
000245005300059	CH04
000258217000004	DE50
000261679000011	UKM8
000085348300044	DK04
000230228500004	PT11
000268762900017	UKH2
000261201300009	ES51
000220854800019	PT11
000178461000074	DEB3
000179753700006	ITC4
000089457100008	NL33
000223015700013	ITH5
000237156600020	FRI1
000182872000114	ITI2
000256197500014	SE22
000235996200002	UKF1
000229231300009	DE71
000257724100030	SE23
000223430500002	DE26
000263373600079	ES61
000166325200029	DK02
000253764200074	DE30
000270001000010	NL41
000261656600053	ES30
000271191200016	SE11
000227172200020	ITH3
000236624100050	UKD3
000332778400001	PL51
000224356700011	NL33
000166327200006	LV00
000239079900023	DK01
000228344200041	UKE2
000240658700042	UKH2
000181624800006	ES30
000229326900001	FI1B
000238637300081	EL63
000224653800017	FRF3
000248400200005	DE13
000277212800059	UKJ1
000244500800015	SE11
000252821800022	NL32
000238101100022	DEA5
000271757300042	BG41
000237680000076	RO21
000258976500073	ITC4
000173858900011	FRL0
000231576200005	FRJ2
000247390200036	BE10
000265740600030	UKJ1
000267527800039	EL30
000249155300007	NL41
000165395900021	AT22
000237702500012	BE24
000168442700021	DE30
000247995900036	UKK1
000166807400002	FRJ2
000186276600112	NL33
000258032200017	UKI3
000165167600020	DEA3
000256500400077	FRK2
000251422000011	ITC1
000227308100037	DEA5
000228612200027	FRJ2
000252927300018	SE11
000166950900012	CH02
000167807000023	ES52
000085591900005	SE11
000247409900052	FRD1
000257405000007	TRB1
000259477700035	DE14
000087812800043	UKJ3
000252122600016	UKH1
000230224400017	BE10
000184592400015	NL22
000258221100033	BE24
000251150900029	ITH3
000271695400001	TRC3
000238926000029	DK01
000241251600225	DE13
000255801100005	SE12
000165824200019	UKM7
000268885900008	AT31
000234313000019	UKJ1
000344437200018	DE92
000232792500006	CH02
000229823200009	FRF1
000167122800011	FR10
000184887900001	UKJ1
000253727400038	DEA5
000268282000045	DE12
000178027000017	NL11
000167139700022	UKN0
000180473500009	ES51
000172299500011	PL22
000232241400029	DEA2
000226700500001	DE11
000230049500006	DE30
000259740400040	FRE1
000233996500007	FRI1
000263642300020	BE23
000179510800019	AT13
000220591500034	UKE3
000220024900011	FRJ1
000249282200013	UKJ3
000236649800004	DE71
000259413800003	FRJ2
000232206500062	DEA2
000240167000009	CH04
000264662900004	DE50
000244829900003	PL41
000239468100002	UKI3
000234622900003	ITI1
000246831600068	NL32
000254670300060	HU11
000264926800014	UKD7
000264403803131	UKG3
000170671300001	DEA1
000276522101284	ITI1
000323115700007	UKL1
000241517400064	ITC4
000174403000078	NL32
000378114400024	DEC0
000269736100053	DE21
000268689400015	UKK1
000258474700033	RO11
000171805500005	ITC3
000264792600069	UKM7
000230723900205	FR10
000267737000046	DE12
000239887600021	PT17
000262324600045	SE12
000174665300007	ITI3
000245005800022	DE21
000165609000006	NL41
000268301000011	FR10
000258259800098	FRK2
000266296800017	NL31
000189401700207	FRJ1
000265187000014	TR51
000168021900047	CH03
000270129100024	PL91
000253361800050	ES51
000173448300033	UKJ2
000260988600009	DE11
000244301500063	UKH1
000249755900014	ITF3
000169557600036	EL30
000183503500053	CH04
000345514600013	UKJ1
000263298700041	NL41
000085167700022	UKJ1
000261630700003	FRJ1
000257046300040	FRL0
000188535700039	NL31
000227386800022	FRK2
000232893700010	AT31
000188715000021	PT16
000247563700043	DE25
000268138500048	UKI3
000178002900005	ITC1
000241447500021	DK01
000208671900014	ES12
000089398700251	DE73
000238029300051	FRJ1
000251322000012	DE30
000180689500021	CH04
000222658800208	NL33
000183194600008	DEE0
000262801400008	UKG3
000221908200010	AT22
000224047900028	UKM5
000221028200012	ES61
000279630100064	DK05
000172992100014	DE91
000268008000003	UKH1
000252923400003	PT11
000244682200041	TR51
000253303700034	SE11
000278784200003	AT22
000258792000050	UKJ1
000244533000002	BE33
000227738700051	ITI4
000224655200032	FR10
000251150900019	FR10
000426791600003	DE12
000255068100023	UKM5
000253656400001	CY00
000249870600366	CH04
000222181200004	UKE3
000262007100010	ES24
000170199100031	UKF1
000252967200020	AT22
000224312900009	ES30
000266334000014	NL41
000173553800048	DE21
000185521400014	FRK2
000183543700025	DEA2
000271368900014	DE72
000246673900007	NL33
000241053300010	NL32
000223182900051	DEA2
000241056900011	DE21
000295592700073	ES61
000245178400027	ITG2
000261630700031	DEB3
000251106000007	IE06
000268745900011	FRL0
000246444700054	UKF2
000236970100013	UKC1
000179731600023	PT16
000224685200046	UKD3
000271288900227	DE13
000234557400007	SE23
000181542400021	NL41
000172712500006	DEB3
000249636900014	AT31
000245382100008	FRK2
000239251000006	ES51
000270122300010	UKJ2
000179741300006	UKN0
000273217000004	CH04
000088048500047	CH03
000220997300019	AT31
000254216300014	ES22
000244896900040	ITG1
000174712600040	FR10
000170430000153	FR10
000182717900065	DE21
000230776400024	UKI3
000273995000015	UKL2
000234111600072	PL51
000186816400003	UKH1
000254542800186	DE23
000251393900043	ITI4
000182801800041	BE24
000271968900015	UKF1
000237026100005	DEA2
000375699500008	UKI3
000270383300037	ITF3
000372186400004	DE12
000270720100012	TR42
000222976100067	UKM8
000259943300028	FR10
000236294300029	ITC4
000084792900006	BG41
000089575200035	FRG0
000179313700038	PL51
000242013000017	UKH1
000233971200012	ITF4
000230711900023	PL91
000223241300016	FRJ2
000260574600044	ITC1
000271303900011	UKH1
000233534200022	UKH2
000252868800022	ITC4
000228315100007	ITH5
000258580700017	BE32
000272666300003	DEA3
000085839500014	ITH5
000189492400229	DK05
000240339700045	FR10
000242045900003	ITI4
000167932400011	UKH2
000239986300004	DE11
000232601200028	ES61
000245635500001	ES30
000167610900044	IE05
000254778500006	UKI3
000242102500040	UKJ1
000248359700090	UKJ3
000232321800006	FRJ2
000268760600011	UKH1
000321905900010	ITG2
000173044900096	ES30
000238249000125	ES30
000171754300002	ES30
000235744500061	FRF1
000236055000015	UKH1
000314698300037	DK05
000305092600030	DE72
000232725900018	FI1C
000254202200030	ITF3
000221569700022	DE26
000236916200008	CH02
000179207300053	DEE0
000175572900006	TRB1
000240408600014	DE30
000086787500014	DE50
000248658600004	CH01
000221367800024	CH01
000264768900144	DED2
000258600600027	FI1C
000273969900017	DEB3
000229406600052	DEA5
000228549600251	UKJ2
000258368700004	BE32
000283103200018	PL91
000243415200024	DEA5
000183483200015	DE30
000260572300005	DE30
000256332600018	UKJ3
000227765600026	CH01
000340450100024	ITC4
000231278900007	CH04
000245330200077	DED2
000278376500015	SE12
000166635200001	CH04
000250902000013	UKC2
000088181900029	UKE4
000272556700027	ES51
000182533900134	DE40
000236477400027	CH02
000270736700001	ITC1
000243173300003	UKL2
000271928200006	SE23
000231769300037	ES52
000167725000007	ITC4
000175684500023	FRI1
000179827900006	FRL0
000266265800003	FRJ1
000243157900021	FRK2
000247070800066	DE21
000244517200004	BE22
000258895300008	FRJ2
000258941400020	ITC1
000235120700034	BE24
000260094600009	UKM7
000085805800005	BE24
000261215400079	ITI4
000254883100042	FRL0
000266953000017	PL21
000249156200061	UKH1
000241905700008	UKJ1
000275911600007	EL63
000235990700005	UKC1
000271106600006	DEB3
000188193600118	ITH4
000258013200003	UKH1
000260996000004	DEG0
000231211500067	DE30
000244373700014	UKH1
000239299300009	UKF1
000224145300034	UKH1
000222176500009	DE21
000176314800052	DEG0
000227614300002	UKC1
000253206800001	DE12
000264992400019	UKI3
000271358100100	UKH1
000172754400011	EL61
000263194400020	TR10
000266403800064	DEA1
000297541300038	FR10
000231319200005	DE71
000264685000004	UKH1
000224187600004	UKI3
000261121100038	UKI3
000169369400028	PL61
000233133200052	ES61
000241856000020	DED2
000254603900082	ES51
000178256100041	UKE1
000182376000013	FRK2
000266973600014	EL63
000268101100271	ITC4
000173476700015	NL32
000243900500006	ES61
000264954900002	ES51
000221652000004	DE11
000269039200015	NL31
000266906400095	CH04
000241165800012	DE24
000088126600015	UKG3
000170299800009	ITH5
000239224200005	DE30
000262698200003	FRK2
000221657000008	FRI3
000273856400002	ES12
000189188800007	DE91
000271091000016	FRK2
000226332400002	ES52
000263093800010	DE12
000261972100061	FRC2
000266381900024	DE21
000332747700018	DE11
000275929800134	CH01
000258606600009	DE27
000266639800014	DE92
000184384500026	NL11
000085591900109	FR10
000247468900007	DEA2
000227734500006	NL41
000222887900016	DE40
000260760400016	FRI2
000246256400003	FRI1
000239454800061	ITF4
000291657600158	FR10
000186360500025	DE27
000238090200072	UKH1
000261746000007	UKL2
000260498401150	UKJ3
000300007400012	ES30
000244195200023	UKK1
000255270500040	ITG2
000174747300014	PL63
000240465100036	ES30
000236311100003	ES30
000235480700043	DED5
000181863200020	DE13
000239876900005	CH04
000271105500040	UKE3
000176144700003	FI19
000267761200027	FRB0
000267708800011	CZ01
000270433900014	UKM7
000183286600002	CH02
000187009700003	UKE4
000230210600019	DE21
000246361100005	ITC4
000249020500088	IE05
000240211100023	FRE1
000228207400008	DEE0
000250744500104	UKJ1
000181965900037	UKI7
000229665700018	ES30
000088880900008	DEA2
000264805700071	ITI4
000258606600016	CZ01
000225706900019	ITH5
000228013600089	FR10
000264774000176	UKC1
000272555700017	PT16
000271560000019	FRF1
000225282500019	DE11
000177726600019	FRK2
000234339700020	DE11
000243990200054	DE30
000255604900036	TR51
000378973700080	CH02
000260438800008	DE21
000263429700036	DE24
000265933700062	CH04
000180559800038	UKM7
000238258300025	AT22
000221373100006	UKM8
000184874100008	UKJ3
000265811000056	IE05
000258814200010	UKI3
000268192100004	PL81
000252718600072	DEA5
000247217700015	UKH1
000244737400027	FRF1
000246561200015	ES52
000258603900053	FR10
000226604700084	FRK1
000232039100035	NL41
000087496300031	DEA1
000272895400005	UKL2
000174650300012	UKJ1
000272541600012	FRK2
000222405600049	UKK1
000234335400075	DK02
000183971900007	NL11
000222095500029	BE24
000189021300027	BE24
000259299100008	ITI4
000232327800107	CZ06
000184035500019	FRD1
000222502700111	CH04
000250983700077	ES52
000170212200001	UKI3
000252285900060	DEA2
000260878700008	CH01
000266953000014	PL51
000222219000007	NL41
000233688000002	FRF1
000240437200054	UKE3
000267944800017	ITC4
000220510900008	CH03
000243178400005	DEE0
000243195800086	DEA2
000166737800015	DE30
000255117100010	UKJ1
000184965100006	ITC4
000269090300014	EL30
000229778300012	UKJ2
000175511000020	FR10
000255072400002	UKI3
000183745300008	SE22
000264784400012	ES51
000227269200006	IE06
000251694900004	UKI3
000295057000088	FI1C
000182502400014	ITI4
000221893500017	ES30
000241870300005	DEB3
000238727700024	FRG0
000172395000027	BE21
000175066200002	DE30
000241200200015	DE12
000183964000033	DE24
000264295100019	NL11
000168109800036	SE12
000223837200037	BE24
000221657000011	ITC4
000240012600018	UKI3
000261863700004	DE71
000258898000008	DEA2
000223407800020	DE30
000276195800022	BE24
000260218400030	ITF5
000173934400012	ITC4
000289341500065	NL32
000257796100055	FRI3
000256329100019	DE13
000245158200015	NL41
000256836200006	ITI1
000262978400097	UKJ1
000263298700005	ES51
000246727800005	FRK2
000179618600001	FRG0
000175917600033	FRL0
000237461800010	DEB3
000250253400003	NL41
000247094900012	PL41
000269850300024	ITI1
